Season,Zone,Region,District,LZ System,LZ Type,Livelihood Zone,LZ pop..,"Stressed
IPC Phase 2","Crisis
IPC Phase 3","Emergency
IPC Phase 4","Catastrophe
IPC Phase 5"
2019 (Oct-Dec),South,Bay,Baydhaba/Bardaale,Agro-Pastoral,Rural,Sorghum High Potential Agropastoral,"125,076","34,396","31,269","6,254",0
2019 (Oct-Dec),South,Bay,Baydhaba/Bardaale,Agro-Pastoral,Rural,Bay-Bakool Agro-pastoral Low Potential,"53,604","12,061","16,751","14,071",0
2019 (Oct-Dec),South,Bay,Buur Hakaba,Agro-Pastoral,Rural,Bay-Bakool Agro-pastoral Low Potential,"49,854","11,217","15,579","13,087",0
2019 (Oct-Dec),South,Bay,Buur Hakaba,Agro-Pastoral,Rural,Sorghum High Potential Agropastoral,"49,854","13,710","12,464","2,493",0
2019 (Oct-Dec),South,Bay,Buur Hakaba,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","11,079",0,0,0,0
2019 (Oct-Dec),South,Bay,Diinsoor,Agro-Pastoral,Rural,Sorghum High Potential Agropastoral,"61,359","16,874","15,340","3,068",0
2019 (Oct-Dec),South,Bay,Diinsoor,Agro-Pastoral,Rural,Bay-Bakool Agro-pastoral Low Potential,"40,906","9,204","12,783","10,738",0
2019 (Oct-Dec),South,Bay,Qansax Dheere,Agro-Pastoral,Rural,Sorghum High Potential Agropastoral,"41,677","11,461","10,419","2,084",0
2019 (Oct-Dec),South,Bay,Qansax Dheere,Agro-Pastoral,Rural,Bay-Bakool Agro-pastoral Low Potential,"22,441","5,049","7,013","5,891",0
2019 (Oct-Dec),South,Bakool,Xudur,Agro-Pastoral,Rural,Bay-Bakool Agro-pastoral Low Potential,"39,114","8,801","12,223","10,268",0
2019 (Oct-Dec),South,Bakool,Xudur,Agro-Pastoral,Rural,Southern Agro-Pastoral,"39,114","10,561",0,0,0
2019 (Oct-Dec),South,Bakool,Ceel Barde,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","47,902","12,933",0,0,0
2019 (Oct-Dec),South,Bakool,Tayeeglow,Agro-Pastoral,Rural,Bay-Bakool Agro-pastoral Low Potential,"21,687","4,879","6,777","5,693",0
2019 (Oct-Dec),South,Bakool,Tayeeglow,Agro-Pastoral,Rural,Southern Agro-Pastoral,"21,687","5,855",0,0,0
2019 (Oct-Dec),South,Bakool,Tayeeglow,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","1,807",488,0,0,0
2019 (Oct-Dec),South,Bakool,Waajid,Agro-Pastoral,Rural,Southern Agro-Pastoral,"51,481","13,900",0,0,0
2019 (Oct-Dec),South,Bakool,Waajid,Agro-Pastoral,Rural,Bay-Bakool Agro-pastoral Low Potential,"34,321","7,722","10,725","9,009",0
2019 (Oct-Dec),South,Bakool,Waajid,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","4,516","1,219",0,0,0
2019 (Oct-Dec),South,Gedo,Garbahaarey,Agro-Pastoral,Rural,Southern Agro-Pastoral,"5,187","1,401",467,0,0
2019 (Oct-Dec),South,Gedo,Garbahaarey,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","20,750","12,969","1,037",519,0
2019 (Oct-Dec),South,Gedo,Garbahaarey,Riverine,Rural,Riverine Pump Irrigation,"8,646","4,971","1,729",432,0
2019 (Oct-Dec),South,Gedo,Baardheere,Agro-Pastoral,Rural,Southern Agro-Pastoral,"4,954","1,338",446,0,0
2019 (Oct-Dec),South,Gedo,Baardheere,Agro-Pastoral,Rural,Sorghum High Potential Agropastoral,"29,727","8,175","7,432","1,486",0
2019 (Oct-Dec),South,Gedo,Baardheere,Riverine,Rural,Riverine Pump Irrigation,"20,719","11,913","4,144","1,036",0
2019 (Oct-Dec),South,Gedo,Baardheere,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","34,681","21,676","1,734",867,0
2019 (Oct-Dec),South,Gedo,Belet Xaawo,Agro-Pastoral,Rural,Southern Agro-Pastoral,"3,807","1,028",343,0,0
2019 (Oct-Dec),South,Gedo,Belet Xaawo,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","26,661","16,663","1,333",667,0
2019 (Oct-Dec),South,Gedo,Ceel Waaq,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","25,527","15,955","1,276",638,0
2019 (Oct-Dec),South,Gedo,Ceel Waaq,Agro-Pastoral,Rural,Southern Agro-Pastoral,258,70,23,0,0
2019 (Oct-Dec),South,Gedo,Doolow,Agro-Pastoral,Rural,Southern Agro-Pastoral,"2,856",771,257,0,0
2019 (Oct-Dec),South,Gedo,Doolow,Riverine,Rural,Riverine Pump Irrigation,"1,905","1,095",381,95,0
2019 (Oct-Dec),South,Gedo,Doolow,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","13,328","8,330",666,333,0
2019 (Oct-Dec),South,Gedo,Luuq,Agro-Pastoral,Rural,Southern Agro-Pastoral,"5,820","1,571",524,0,0
2019 (Oct-Dec),South,Gedo,Luuq,Riverine,Rural,Riverine Pump Irrigation,"4,366","2,511",873,218,0
2019 (Oct-Dec),South,Gedo,Luuq,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","16,007","10,004",800,400,0
2019 (Oct-Dec),Juba,Middle Juba,Bu'aale,Agro-Pastoral,Rural,Sorghum High Potential Agropastoral,"20,117","5,532","5,029","1,006",0
2019 (Oct-Dec),Juba,Middle Juba,Bu'aale,Riverine,Rural,Riverine Gravity Irrigation,"40,227","8,548","9,353",0,0
2019 (Oct-Dec),Juba,Middle Juba,Bu'aale,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","4,020",0,0,0,0
2019 (Oct-Dec),Juba,Middle Juba,Bu'aale,Pastoral,Rural,Juba Pastoral (Cattle and Goats),"12,069",0,0,0,0
2019 (Oct-Dec),Juba,Middle Juba,Jilib,Pastoral,Rural,Juba Pastoral (Cattle and Goats),"33,263",0,0,0,0
2019 (Oct-Dec),Juba,Middle Juba,Jilib,Agro-Pastoral,Rural,"Southern Rainfed (Maize, Cattle and Goats)","33,248","4,405","15,710",0,0
2019 (Oct-Dec),Juba,Middle Juba,Jilib,Riverine,Rural,Riverine Gravity Irrigation,"59,125","12,564","13,747",0,0
2019 (Oct-Dec),Juba,Middle Juba,Jilib,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","14,771",0,0,0,0
2019 (Oct-Dec),Juba,Middle Juba,Saakow/Salagle,Agro-Pastoral,Rural,Sorghum High Potential Agropastoral,"17,248","4,743","4,312",862,0
2019 (Oct-Dec),Juba,Middle Juba,Saakow/Salagle,Agro-Pastoral,Rural,Southern Agro-Pastoral,"7,392","1,996",665,0,0
2019 (Oct-Dec),Juba,Middle Juba,Saakow/Salagle,Riverine,Rural,Riverine Pump Irrigation,"16,427","3,646","4,362",0,0
2019 (Oct-Dec),Juba,Middle Juba,Saakow/Salagle,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","10,949",0,0,0,0
2019 (Oct-Dec),Juba,Lower Juba,Kismaayo,Riverine,Rural,Riverine Gravity Irrigation,"3,420",727,795,0,0
2019 (Oct-Dec),Juba,Lower Juba,Kismaayo,Agro-Pastoral,Rural,"Southern Rainfed (Maize, Cattle and Goats)","6,843",907,"3,233",0,0
2019 (Oct-Dec),Juba,Lower Juba,Kismaayo,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","10,264",0,0,0,0
2019 (Oct-Dec),Juba,Lower Juba,Kismaayo,Pastoral,Rural,Juba Pastoral (Cattle and Goats),"5,132",0,0,0,0
2019 (Oct-Dec),Juba,Lower Juba,Afmadow/Xagar,Agro-Pastoral,Rural,Southern Agro-Pastoral,"23,205","6,265","2,088",0,0
2019 (Oct-Dec),Juba,Lower Juba,Afmadow/Xagar,Riverine,Rural,Riverine Gravity Irrigation,"18,559","3,944","4,315",0,0
2019 (Oct-Dec),Juba,Lower Juba,Afmadow/Xagar,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","26,908",0,0,0,0
2019 (Oct-Dec),Juba,Lower Juba,Afmadow/Xagar,Pastoral,Rural,Juba Pastoral (Cattle and Goats),"19,493",0,0,0,0
2019 (Oct-Dec),Juba,Lower Juba,Badhaadhe,Agro-Pastoral,Rural,"Southern Rainfed (Maize, Cattle and Goats)","12,885","1,707","6,088",0,0
2019 (Oct-Dec),Juba,Lower Juba,Badhaadhe,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","5,406",0,0,0,0
2019 (Oct-Dec),Juba,Lower Juba,Badhaadhe,Pastoral,Rural,Juba Pastoral (Cattle and Goats),"12,885",0,0,0,0
2019 (Oct-Dec),Juba,Lower Juba,Jamaame,Agro-Pastoral,Rural,"Southern Rainfed (Maize, Cattle and Goats)","32,115","4,255","15,175",0,0
2019 (Oct-Dec),Juba,Lower Juba,Jamaame,Riverine,Rural,Riverine Gravity Irrigation,"24,979","5,308","5,808",0,0
2019 (Oct-Dec),North West,Awdal,Borama,Urban,Urban,Urban,"263,707","59,334","19,778",0,0
2019 (Oct-Dec),North West,Awdal,Baki,Urban,Urban,Urban,"4,128",929,310,0,0
2019 (Oct-Dec),North West,Awdal,Lughaye,Urban,Urban,Urban,"6,234","1,403",468,0,0
2019 (Oct-Dec),North West,Awdal,Zeylac,Urban,Urban,Urban,"5,961","1,341",447,0,0
2019 (Oct-Dec),North West,Woqooyi Galbeed,Hargeysa,Urban,Urban,Urban,"650,014","219,380","73,127",0,0
2019 (Oct-Dec),North West,Woqooyi Galbeed,Berbera,Urban,Urban,Urban,"69,498","23,456","7,819",0,0
2019 (Oct-Dec),North West,Woqooyi Galbeed,Gebiley,Urban,Urban,Urban,"34,685","11,706","3,902",0,0
2019 (Oct-Dec),North West,Togdheer,Burco,Urban,Urban,Urban,"321,825","96,548","32,183",0,0
2019 (Oct-Dec),North West,Togdheer,Buuhoodle,Urban,Urban,Urban,"42,777","16,041","5,347",0,0
2019 (Oct-Dec),North West,Togdheer,Owdweyne,Urban,Urban,Urban,"19,513","7,317","2,439",0,0
2019 (Oct-Dec),North West,Togdheer,Sheikh,Urban,Urban,Urban,"29,902","11,213","3,738",0,0
2019 (Oct-Dec),North West,Sool,Laas Caanood,Urban,Urban,Urban,"22,391","4,758","8,397",0,0
2019 (Oct-Dec),North West,Sool,Caynabo,Urban,Urban,Urban,"5,729","1,217","2,148",0,0
2019 (Oct-Dec),North West,Sool,Taleex,Urban,Urban,Urban,"3,975",845,"1,490",0,0
2019 (Oct-Dec),North West,Sool,Xudun,Urban,Urban,Urban,"3,320",706,"1,245",0,0
2019 (Oct-Dec),North West,Sanaag,Ceerigaabo,Urban,Urban,Urban,"70,846","15,940","15,940",0,0
2019 (Oct-Dec),North West,Sanaag,Ceel Afweyn,Urban,Urban,Urban,"21,676","4,877","4,877",0,0
2019 (Oct-Dec),North West,Sanaag,Laasqoray/Badhan,Urban,Urban,Urban,"13,801","3,105","3,105",0,0
2019 (Oct-Dec),North West,Sanaag,Laasqoray/Badhan,Urban,Urban,Urban,"26,612","5,988","5,988",0,0
2019 (Oct-Dec),North East,Bari,Bossaso,Urban,Urban,Urban,"313,360","105,759",0,0,0
2019 (Oct-Dec),North East,Bari,Bandarbayla,Urban,Urban,Urban,"3,460","1,168",0,0,0
2019 (Oct-Dec),North East,Bari,Caluula,Urban,Urban,Urban,"7,309","2,467",0,0,0
2019 (Oct-Dec),North East,Bari,Iskushuban,Urban,Urban,Urban,"2,870",969,0,0,0
2019 (Oct-Dec),North East,Bari,Qandala,Urban,Urban,Urban,"5,391","1,819",0,0,0
2019 (Oct-Dec),North East,Bari,Qardho,Urban,Urban,Urban,"42,045","14,190",0,0,0
2019 (Oct-Dec),North East,Nugaal,Garoowe,Urban,Urban,Urban,"86,457","12,968",0,0,0
2019 (Oct-Dec),North East,Nugaal,Burtinle,Urban,Urban,Urban,"27,082","6,093",0,0,0
2019 (Oct-Dec),North East,Nugaal,Eyl,Urban,Urban,Urban,"7,080","1,593",0,0,0
2019 (Oct-Dec),North East,Mudug,Gaalkacyo,Urban,Urban,Urban,"235,462","54,156",0,0,0
2019 (Oct-Dec),North East,Mudug,Galdogob,Urban,Urban,Urban,"36,325","6,357",0,0,0
2019 (Oct-Dec),Central,Mudug,Hobyo,Urban,Urban,Urban,"12,130","2,123",0,0,0
2019 (Oct-Dec),North East,Mudug,Jariiban,Urban,Urban,Urban,"21,774","3,810",0,0,0
2019 (Oct-Dec),Central,Mudug,Xarardheere,Urban,Urban,Urban,"26,201","4,585",0,0,0
2019 (Oct-Dec),Central,Galgaduud,Dhuusamarreeb,Urban,Urban,Urban,"34,154","15,369",0,0,0
2019 (Oct-Dec),Central,Galgaduud,Cabudwaaq,Urban,Urban,Urban,"43,831","15,341",0,0,0
2019 (Oct-Dec),Central,Galgaduud,Cadaado,Urban,Urban,Urban,"47,399","16,590",0,0,0
2019 (Oct-Dec),Central,Galgaduud,Ceel Buur,Urban,Urban,Urban,"11,947","4,182",0,0,0
2019 (Oct-Dec),Central,Galgaduud,Ceel Dheer,Urban,Urban,Urban,"36,330","12,715",0,0,0
2019 (Oct-Dec),South,Hiraan,Belet Weyne,Urban,Urban,Urban,"30,052","12,772","7,513","1,503",0
2019 (Oct-Dec),South,Hiraan,Bulo Burto,Urban,Urban,Urban,"24,466","10,398","6,116","1,223",0
2019 (Oct-Dec),South,Hiraan,Jalalaqsi,Urban,Urban,Urban,"22,209","9,439","5,552","1,110",0
2019 (Oct-Dec),Shabelle,Middle Shabelle,Jowhar,Urban,Urban,Urban,"63,221","18,966",0,0,0
2019 (Oct-Dec),Shabelle,Middle Shabelle,Adan Yabaal,Urban,Urban,Urban,"7,198","2,519",0,0,0
2019 (Oct-Dec),Shabelle,Middle Shabelle,Balcad,Urban,Urban,Urban,"25,347","7,604",0,0,0
2019 (Oct-Dec),Shabelle,Middle Shabelle,Cadale,Urban,Urban,Urban,"18,819","6,587",0,0,0
2019 (Oct-Dec),Shabelle,Lower Shabelle,Marka,Urban,Urban,Urban,"40,679","18,305",0,0,0
2019 (Oct-Dec),Shabelle,Lower Shabelle,Afgooye,Urban,Urban,Urban,"59,585","26,813",0,0,0
2019 (Oct-Dec),Shabelle,Lower Shabelle,Baraawe,Urban,Urban,Urban,"11,893","4,163",0,0,0
2019 (Oct-Dec),Shabelle,Lower Shabelle,Kurtunwaarey,Urban,Urban,Urban,"8,331","2,916",0,0,0
2019 (Oct-Dec),Shabelle,Lower Shabelle,Qoryooley,Urban,Urban,Urban,"41,008","14,353",0,0,0
2019 (Oct-Dec),Shabelle,Lower Shabelle,Sablaale,Urban,Urban,Urban,"6,440","2,254",0,0,0
2019 (Oct-Dec),Shabelle,Lower Shabelle,Wanla Weyn,Urban,Urban,Urban,"40,745","14,261",0,0,0
2019 (Oct-Dec),South,Bay,Baydhaba/Bardaale,Urban,Urban,Urban,"25,289","6,322",0,0,0
2019 (Oct-Dec),South,Bay,Buur Hakaba,Urban,Urban,Urban,"17,418","2,613",0,0,0
2019 (Oct-Dec),South,Bay,Diinsoor,Urban,Urban,Urban,"16,381","2,457",0,0,0
2019 (Oct-Dec),South,Bay,Qansax Dheere,Urban,Urban,Urban,"5,245",787,0,0,0
2019 (Oct-Dec),South,Bakool,Xudur,Urban,Urban,Urban,"18,594","5,578",0,0,0
2019 (Oct-Dec),South,Bakool,Ceel Barde,Urban,Urban,Urban,"4,303","1,291",0,0,0
2019 (Oct-Dec),South,Bakool,Tayeeglow,Urban,Urban,Urban,"16,646","4,994",0,0,0
2019 (Oct-Dec),South,Bakool,Waajid,Urban,Urban,Urban,"18,056","5,417",0,0,0
2019 (Oct-Dec),South,Gedo,Garbahaarey,Urban,Urban,Urban,"12,863","5,145",0,0,0
2019 (Oct-Dec),South,Gedo,Baardheere,Urban,Urban,Urban,"21,204","8,482",0,0,0
2019 (Oct-Dec),South,Gedo,Belet Xaawo,Urban,Urban,Urban,"18,796","7,518",0,0,0
2019 (Oct-Dec),South,Gedo,Ceel Waaq,Urban,Urban,Urban,"7,056","2,822",0,0,0
2019 (Oct-Dec),South,Gedo,Doolow,Urban,Urban,Urban,"5,278","2,111",0,0,0
2019 (Oct-Dec),South,Gedo,Luuq,Urban,Urban,Urban,"11,007","4,403",0,0,0
2019 (Oct-Dec),Juba,Middle Juba,Bu'aale,Urban,Urban,Urban,"16,799","6,300","2,100",0,0
2019 (Oct-Dec),Juba,Middle Juba,Jilib,Urban,Urban,Urban,"19,958","7,484","2,495",0,0
2019 (Oct-Dec),Juba,Middle Juba,Saakow/Salagle,Urban,Urban,Urban,"17,309","5,193","1,731",0,0
2019 (Oct-Dec),Juba,Lower Juba,Kismaayo,Urban,Urban,Urban,"82,323","10,290","12,349","12,349",0
2019 (Oct-Dec),Juba,Lower Juba,Afmadow/Xagar,Urban,Urban,Urban,"24,592","3,074","3,689","3,689",0
2019 (Oct-Dec),Juba,Lower Juba,Badhaadhe,Urban,Urban,Urban,"8,119","1,015","1,218","1,218",0
2019 (Oct-Dec),Juba,Lower Juba,Jamaame,Urban,Urban,Urban,"7,180",897,"1,077","1,077",0
2019 (Oct-Dec),South,Banadir,Banadir,Urban,Urban,Urban,"1,153,228","144,154",0,0,0
2019 (Oct-Dec),North West,Awdal,Borama,IDP_Urb,IDP,IDP_Urb,"10,000","7,500","2,500",0,0
2019 (Oct-Dec),North West,Awdal,Baki,IDP_Urb,IDP,IDP_Urb,"5,000","3,750","1,250",0,0
2019 (Oct-Dec),North West,Awdal,Lughaye,IDP_Urb,IDP,IDP_Urb,"9,000","6,750","2,250",0,0
2019 (Oct-Dec),North West,Awdal,Zeylac,IDP_Urb,IDP,IDP_Urb,0,0,0,0,0
2019 (Oct-Dec),North West,Woqooyi Galbeed,Hargeysa,IDP_Urb,IDP,IDP_Urb,"99,112","52,034","29,734","4,956",0
2019 (Oct-Dec),North West,Woqooyi Galbeed,Berbera,IDP_Urb,IDP,IDP_Urb,"12,109","6,357","2,422","1,211",0
2019 (Oct-Dec),North West,Woqooyi Galbeed,Gebiley,IDP_Urb,IDP,IDP_Urb,"3,000","2,250",750,0,0
2019 (Oct-Dec),North West,Togdheer,Burco,IDP_Urb,IDP,IDP_Urb,"64,753","27,520","12,951","9,713",0
2019 (Oct-Dec),North West,Togdheer,Buuhoodle,IDP_Urb,IDP,IDP_Urb,"17,148","12,861","4,287",0,0
2019 (Oct-Dec),North West,Togdheer,Owdweyne,IDP_Urb,IDP,IDP_Urb,"13,000","9,750","3,250",0,0
2019 (Oct-Dec),North West,Togdheer,Sheikh,IDP_Urb,IDP,IDP_Urb,0,0,0,0,0
2019 (Oct-Dec),North West,Sool,Laas Caanood,IDP_Urb,IDP,IDP_Urb,"86,951","32,606","30,433","13,043",0
2019 (Oct-Dec),North West,Sool,Caynabo,IDP_Urb,IDP,IDP_Urb,"16,740","4,185","12,555",0,0
2019 (Oct-Dec),North West,Sool,Taleex,IDP_Urb,IDP,IDP_Urb,"17,000","4,250","12,750",0,0
2019 (Oct-Dec),North West,Sool,Xudun,IDP_Urb,IDP,IDP_Urb,"18,000","4,500","13,500",0,0
2019 (Oct-Dec),North West,Sanaag,Ceerigaabo,IDP_Urb,IDP,IDP_Urb,"3,350","1,675","1,675",0,0
2019 (Oct-Dec),North West,Sanaag,Ceel Afweyn,IDP_Urb,IDP,IDP_Urb,"1,800",900,900,0,0
2019 (Oct-Dec),North West,Sanaag,Laasqoray/Badhan,IDP_Urb,IDP,IDP_Urb,0,0,0,0,0
2019 (Oct-Dec),North West,Sanaag,Laasqoray/Badhan,IDP_Urb,IDP,IDP_Urb,0,0,0,0,0
2019 (Oct-Dec),North East,Bari,Bossaso,IDP_Urb,IDP,IDP_Urb,"139,578","38,384","41,873","6,979",0
2019 (Oct-Dec),North East,Bari,Bandarbayla,IDP_Urb,IDP,IDP_Urb,"2,000","1,500",0,0,0
2019 (Oct-Dec),North East,Bari,Caluula,IDP_Urb,IDP,IDP_Urb,"11,000","8,250",0,0,0
2019 (Oct-Dec),North East,Bari,Iskushuban,IDP_Urb,IDP,IDP_Urb,0,0,0,0,0
2019 (Oct-Dec),North East,Bari,Qandala,IDP_Urb,IDP,IDP_Urb,0,0,0,0,0
2019 (Oct-Dec),North East,Bari,Qardho,IDP_Urb,IDP,IDP_Urb,"17,283","5,617","4,321",864,0
2019 (Oct-Dec),North East,Nugaal,Garoowe,IDP_Urb,IDP,IDP_Urb,"30,844","11,567","7,711","1,542",0
2019 (Oct-Dec),North East,Nugaal,Burtinle,IDP_Urb,IDP,IDP_Urb,"5,000","2,500",0,0,0
2019 (Oct-Dec),North East,Nugaal,Eyl,IDP_Urb,IDP,IDP_Urb,"7,800","3,900",0,0,0
2019 (Oct-Dec),North East,Mudug,Gaalkacyo,IDP_Urb,IDP,IDP_Urb,"104,835","52,418","41,934","10,484",0
2019 (Oct-Dec),North East,Mudug,Galdogob,IDP_Urb,IDP,IDP_Urb,"3,453","1,727",0,0,0
2019 (Oct-Dec),Central,Mudug,Hobyo,IDP_Urb,IDP,IDP_Urb,0,0,0,0,0
2019 (Oct-Dec),North East,Mudug,Jariiban,IDP_Urb,IDP,IDP_Urb,0,0,0,0,0
2019 (Oct-Dec),Central,Mudug,Xarardheere,IDP_Urb,IDP,IDP_Urb,0,0,0,0,0
2019 (Oct-Dec),Central,Galgaduud,Dhuusamarreeb,IDP_Urb,IDP,IDP_Urb,"30,708","13,051","9,212","1,535",0
2019 (Oct-Dec),Central,Galgaduud,Cabudwaaq,IDP_Urb,IDP,IDP_Urb,"64,000","64,000",0,0,0
2019 (Oct-Dec),Central,Galgaduud,Cadaado,IDP_Urb,IDP,IDP_Urb,"11,000","11,000",0,0,0
2019 (Oct-Dec),Central,Galgaduud,Ceel Buur,IDP_Urb,IDP,IDP_Urb,"22,000","22,000",0,0,0
2019 (Oct-Dec),Central,Galgaduud,Ceel Dheer,IDP_Urb,IDP,IDP_Urb,"16,000","16,000",0,0,0
2019 (Oct-Dec),South,Hiraan,Belet Weyne,IDP_Urb,IDP,IDP_Urb,"66,000","28,050","16,500","3,300",0
2019 (Oct-Dec),South,Hiraan,Bulo Burto,IDP_Urb,IDP,IDP_Urb,"5,000","2,125","1,250",250,0
2019 (Oct-Dec),South,Hiraan,Jalalaqsi,IDP_Urb,IDP,IDP_Urb,0,0,0,0,0
2019 (Oct-Dec),Shabelle,Middle Shabelle,Jowhar,IDP_Urb,IDP,IDP_Urb,"26,869","26,869",0,0,0
2019 (Oct-Dec),Shabelle,Middle Shabelle,Adan Yabaal,IDP_Urb,IDP,IDP_Urb,0,0,0,0,0
2019 (Oct-Dec),Shabelle,Middle Shabelle,Balcad,IDP_Urb,IDP,IDP_Urb,"12,685","12,685",0,0,0
2019 (Oct-Dec),Shabelle,Middle Shabelle,Cadale,IDP_Urb,IDP,IDP_Urb,0,0,0,0,0
2019 (Oct-Dec),Shabelle,Lower Shabelle,Marka,IDP_Urb,IDP,IDP_Urb,"42,000","42,000",0,0,0
2019 (Oct-Dec),Shabelle,Lower Shabelle,Afgooye,IDP_Urb,IDP,IDP_Urb,"46,031","46,031",0,0,0
2019 (Oct-Dec),Shabelle,Lower Shabelle,Baraawe,IDP_Urb,IDP,IDP_Urb,"13,000","13,000",0,0,0
2019 (Oct-Dec),Shabelle,Lower Shabelle,Kurtunwaarey,IDP_Urb,IDP,IDP_Urb,"5,000","5,000",0,0,0
2019 (Oct-Dec),Shabelle,Lower Shabelle,Qoryooley,IDP_Urb,IDP,IDP_Urb,"10,000","10,000",0,0,0
2019 (Oct-Dec),Shabelle,Lower Shabelle,Sablaale,IDP_Urb,IDP,IDP_Urb,"3,000","3,000",0,0,0
2019 (Oct-Dec),Shabelle,Lower Shabelle,Wanla Weyn,IDP_Urb,IDP,IDP_Urb,0,0,0,0,0
2019 (Oct-Dec),South,Bay,Baydhaba/Bardaale,IDP_Urb,IDP,IDP_Urb,"246,000","79,950","73,800","12,300",0
2019 (Oct-Dec),South,Bay,Buur Hakaba,IDP_Urb,IDP,IDP_Urb,0,0,0,0,0
2019 (Oct-Dec),South,Bay,Diinsoor,IDP_Urb,IDP,IDP_Urb,"23,568","11,784",0,0,0
2019 (Oct-Dec),South,Bay,Qansax Dheere,IDP_Urb,IDP,IDP_Urb,0,0,0,0,0
2019 (Oct-Dec),South,Bakool,Xudur,IDP_Urb,IDP,IDP_Urb,"18,532","13,899",0,0,0
2019 (Oct-Dec),South,Bakool,Ceel Barde,IDP_Urb,IDP,IDP_Urb,"9,667","7,250",0,0,0
2019 (Oct-Dec),South,Bakool,Tayeeglow,IDP_Urb,IDP,IDP_Urb,"1,000",750,0,0,0
2019 (Oct-Dec),South,Bakool,Waajid,IDP_Urb,IDP,IDP_Urb,"13,975","10,481",0,0,0
2019 (Oct-Dec),South,Gedo,Garbahaarey,IDP_Urb,IDP,IDP_Urb,"103,000","103,000",0,0,0
2019 (Oct-Dec),South,Gedo,Baardheere,IDP_Urb,IDP,IDP_Urb,"10,363","10,363",0,0,0
2019 (Oct-Dec),South,Gedo,Belet Xaawo,IDP_Urb,IDP,IDP_Urb,"31,000","31,000",0,0,0
2019 (Oct-Dec),South,Gedo,Ceel Waaq,IDP_Urb,IDP,IDP_Urb,"4,026","4,026",0,0,0
2019 (Oct-Dec),South,Gedo,Doolow,IDP_Urb,IDP,IDP_Urb,"47,000","30,550","14,100","2,350",0
2019 (Oct-Dec),South,Gedo,Luuq,IDP_Urb,IDP,IDP_Urb,600,600,0,0,0
2019 (Oct-Dec),Juba,Middle Juba,Bu'aale,IDP_Urb,IDP,IDP_Urb,"9,000","6,750","2,250",0,0
2019 (Oct-Dec),Juba,Middle Juba,Jilib,IDP_Urb,IDP,IDP_Urb,"17,000","12,750","4,250",0,0
2019 (Oct-Dec),Juba,Middle Juba,Saakow/Salagle,IDP_Urb,IDP,IDP_Urb,"14,000","10,500","3,500",0,0
2019 (Oct-Dec),Juba,Lower Juba,Kismaayo,IDP_Urb,IDP,IDP_Urb,"87,000","41,325","26,100","13,050",0
2019 (Oct-Dec),Juba,Lower Juba,Afmadow/Xagar,IDP_Urb,IDP,IDP_Urb,"15,958","6,782","4,787",798,0
2019 (Oct-Dec),Juba,Lower Juba,Badhaadhe,IDP_Urb,IDP,IDP_Urb,"2,000",250,300,300,0
2019 (Oct-Dec),Juba,Lower Juba,Jamaame,IDP_Urb,IDP,IDP_Urb,"8,000","1,000","1,200","1,200",0
2019 (Oct-Dec),South,Banadir,Banadir,IDP_Urb,IDP,IDP_Urb,"497,000","186,375","149,100","49,700",0
2019 (Oct-Dec),North West,Awdal,Borama,IDP_Rur,IDP,IDP_Rur,0,0,0,0,0
2019 (Oct-Dec),North West,Awdal,Baki,IDP_Rur,IDP,IDP_Rur,0,0,0,0,0
2019 (Oct-Dec),North West,Awdal,Lughaye,IDP_Rur,IDP,IDP_Rur,0,0,0,0,0
2019 (Oct-Dec),North West,Awdal,Zeylac,IDP_Rur,IDP,IDP_Rur,"2,000",770,395,386,0
2019 (Oct-Dec),North West,Woqooyi Galbeed,Hargeysa,IDP_Rur,IDP,IDP_Rur,888,435,146,18,0
2019 (Oct-Dec),North West,Woqooyi Galbeed,Berbera,IDP_Rur,IDP,IDP_Rur,"1,891",992,294,181,0
2019 (Oct-Dec),North West,Woqooyi Galbeed,Gebiley,IDP_Rur,IDP,IDP_Rur,0,0,0,0,0
